	userid	otheruserid	dt	liked
75	639577	593383	2017-08-15T21:40:41.0000000	True
76	640704	135004	2017-08-15T21:40:41.0000000	True
77	639577	639879	2017-08-15T21:40:40.0000000	True
78	639577	541607	2017-08-15T21:40:40.0000000	False
79	637843	444966	2017-08-15T21:40:40.0000000	True
80	640457	310126	2017-08-15T21:40:39.0000000	True
81	640457	604919	2017-08-15T21:40:39.0000000	False
82	640457	145599	2017-08-15T21:40:39.0000000	False
83	640457	528437	2017-08-15T21:40:39.0000000	False
84	640457	507099	2017-08-15T21:40:39.0000000	False
85	640457	560539	2017-08-15T21:40:39.0000000	False
86	640457	164657	2017-08-15T21:40:39.0000000	False
87	324832	639638	2017-08-15T21:40:39.0000000	True
88	640457	612810	2017-08-15T21:40:39.0000000	False
89	640457	475346	2017-08-15T21:40:39.0000000	False
90	324832	640707	2017-08-15T21:40:38.0000000	True
91	636563	472042	2017-08-15T21:40:38.0000000	False
92	639578	632745	2017-08-15T21:40:38.0000000	False
93	324832	640621	2017-08-15T21:40:38.0000000	True
94	639578	618421	2017-08-15T21:40:38.0000000	False
95	639578	602468	2017-08-15T21:40:38.0000000	True
96	640870	410367	2017-08-15T21:40:38.0000000	False
97	640870	305026	2017-08-15T21:40:38.0000000	True
98	640870	565149	2017-08-15T21:40:38.0000000	False
99	640870	113769	2017-08-15T21:40:38.0000000	False
100	640870	305145	2017-08-15T21:40:38.0000000	True
101	636563	508527	2017-08-15T21:40:38.0000000	True
102	637843	594591	2017-08-15T21:40:37.0000000	True
103	611297	446550	2017-08-15T21:40:35.0000000	False
104	639577	458066	2017-08-15T21:40:35.0000000	True
105	611297	446507	2017-08-15T21:40:35.0000000	False
106	611297	445339	2017-08-15T21:40:35.0000000	False
107	611297	445211	2017-08-15T21:40:35.0000000	True
108	567594	301733	2017-08-15T21:40:34.0000000	False
109	567594	640366	2017-08-15T21:40:34.0000000	False
110	640704	140732	2017-08-15T21:40:34.0000000	False
111	567594	639376	2017-08-15T21:40:34.0000000	True
112	640870	114676	2017-08-15T21:40:34.0000000	True
113	640704	248325	2017-08-15T21:40:34.0000000	True
114	639058	7985	2017-08-15T21:40:34.0000000	False
115	639058	29863	2017-08-15T21:40:34.0000000	False
116	639058	631308	2017-08-15T21:40:34.0000000	True
117	614241	557401	2017-08-15T21:40:33.0000000	False
118	614241	596226	2017-08-15T21:40:33.0000000	False
119	614241	630416	2017-08-15T21:40:33.0000000	False
120	639577	631424	2017-08-15T21:40:33.0000000	True
121	614241	421859	2017-08-15T21:40:33.0000000	False
122	614241	182849	2017-08-15T21:40:33.0000000	False
123	614241	595279	2017-08-15T21:40:33.0000000	False
124	614241	599692	2017-08-15T21:40:33.0000000	False
125	614241	595231	2017-08-15T21:40:33.0000000	False
126	614241	601490	2017-08-15T21:40:33.0000000	False
127	614241	603820	2017-08-15T21:40:33.0000000	False
128	614241	608160	2017-08-15T21:40:33.0000000	False
129	614241	619332	2017-08-15T21:40:33.0000000	False
130	614241	545233	2017-08-15T21:40:33.0000000	False
131	614241	608792	2017-08-15T21:40:33.0000000	False
132	614241	604559	2017-08-15T21:40:33.0000000	False
133	614241	617138	2017-08-15T21:40:33.0000000	False
134	614241	621873	2017-08-15T21:40:33.0000000	False
135	614241	589756	2017-08-15T21:40:33.0000000	False
136	614241	600481	2017-08-15T21:40:33.0000000	False
137	614241	599216	2017-08-15T21:40:33.0000000	False
138	614241	617211	2017-08-15T21:40:33.0000000	False
139	614241	604845	2017-08-15T21:40:33.0000000	False
140	614241	617764	2017-08-15T21:40:33.0000000	False
141	614241	602731	2017-08-15T21:40:33.0000000	False
142	614241	618742	2017-08-15T21:40:33.0000000	False
143	614241	599209	2017-08-15T21:40:33.0000000	False
144	614241	613895	2017-08-15T21:40:33.0000000	False
145	614241	600060	2017-08-15T21:40:33.0000000	False
146	614241	618375	2017-08-15T21:40:33.0000000	False
147	614241	599686	2017-08-15T21:40:33.0000000	False
148	614241	577856	2017-08-15T21:40:33.0000000	False
149	614241	597689	2017-08-15T21:40:33.0000000	False
150	614241	600184	2017-08-15T21:40:33.0000000	False
151	614241	617374	2017-08-15T21:40:33.0000000	False
152	614241	574028	2017-08-15T21:40:33.0000000	False
153	614241	594124	2017-08-15T21:40:33.0000000	False
154	614241	613976	2017-08-15T21:40:33.0000000	False
155	614241	593649	2017-08-15T21:40:33.0000000	False
156	614241	556277	2017-08-15T21:40:33.0000000	False
157	614241	618631	2017-08-15T21:40:33.0000000	False
158	614241	599816	2017-08-15T21:40:33.0000000	False
159	614241	601422	2017-08-15T21:40:33.0000000	False
160	614241	599647	2017-08-15T21:40:33.0000000	False
161	614241	601008	2017-08-15T21:40:33.0000000	False
162	614241	592433	2017-08-15T21:40:33.0000000	False
163	614241	599407	2017-08-15T21:40:33.0000000	False
164	614241	601863	2017-08-15T21:40:33.0000000	True
165	614241	611394	2017-08-15T21:40:33.0000000	False
