	sender_userid	recipient_userid	dt
557	454778	640983	2017-08-16T13:22:49.0000000
558	580688	379432	2017-08-16T13:22:45.0000000
559	529430	639527	2017-08-16T13:22:42.0000000
560	640983	640278	2017-08-16T13:22:42.0000000
561	640488	441278	2017-08-16T13:22:35.0000000
562	509219	576003	2017-08-16T13:22:34.0000000
563	628491	29888	2017-08-16T13:22:32.0000000
564	599374	421625	2017-08-16T13:22:29.0000000
565	641095	246948	2017-08-16T13:22:22.0000000
566	640488	631261	2017-08-16T13:22:19.0000000
567	639527	529430	2017-08-16T13:22:15.0000000
568	640488	631261	2017-08-16T13:22:09.0000000
569	599374	421625	2017-08-16T13:22:08.0000000
570	639138	99443	2017-08-16T13:22:07.0000000
571	509219	576003	2017-08-16T13:21:58.0000000
572	599374	421625	2017-08-16T13:21:53.0000000
573	576003	509219	2017-08-16T13:21:45.0000000
574	629653	84056	2017-08-16T13:21:41.0000000
575	509219	576003	2017-08-16T13:21:40.0000000
576	2	641898	2017-08-16T13:21:31.0000000
577	629653	84056	2017-08-16T13:21:29.0000000
578	616320	626257	2017-08-16T13:21:25.0000000
579	576003	509219	2017-08-16T13:21:17.0000000
580	2	641897	2017-08-16T13:21:14.0000000
581	547801	568605	2017-08-16T13:21:14.0000000
582	421625	599374	2017-08-16T13:21:11.0000000
583	639022	636466	2017-08-16T13:20:59.0000000
584	641193	608972	2017-08-16T13:20:58.0000000
585	638510	641257	2017-08-16T13:20:54.0000000
586	548679	641776	2017-08-16T13:20:52.0000000
587	638510	641257	2017-08-16T13:20:50.0000000
588	570138	612161	2017-08-16T13:20:50.0000000
589	421625	599374	2017-08-16T13:20:49.0000000
590	570138	612161	2017-08-16T13:20:38.0000000
591	548679	641864	2017-08-16T13:20:33.0000000
592	2	641895	2017-08-16T13:20:30.0000000
593	509219	576003	2017-08-16T13:20:29.0000000
594	421625	599374	2017-08-16T13:20:26.0000000
595	2	641896	2017-08-16T13:20:24.0000000
596	640782	626257	2017-08-16T13:20:20.0000000
597	509219	576003	2017-08-16T13:20:20.0000000
598	84056	629653	2017-08-16T13:20:18.0000000
599	639138	28	2017-08-16T13:20:15.0000000
600	640782	626257	2017-08-16T13:20:14.0000000
601	636687	574286	2017-08-16T13:20:11.0000000
602	636687	574286	2017-08-16T13:20:11.0000000
603	639138	341772	2017-08-16T13:20:05.0000000
604	629410	573582	2017-08-16T13:19:32.0000000
605	639138	553063	2017-08-16T13:19:29.0000000
606	639138	87386	2017-08-16T13:19:16.0000000
607	576003	509219	2017-08-16T13:19:13.0000000
608	591784	611843	2017-08-16T13:19:09.0000000
609	591784	611843	2017-08-16T13:19:02.0000000
610	576003	509219	2017-08-16T13:19:00.0000000
611	2	641890	2017-08-16T13:18:57.0000000
612	182944	574781	2017-08-16T13:18:49.0000000
613	576003	509219	2017-08-16T13:18:45.0000000
614	639138	590319	2017-08-16T13:18:43.0000000
615	493152	641864	2017-08-16T13:18:37.0000000
616	574781	182944	2017-08-16T13:18:28.0000000
617	509219	576003	2017-08-16T13:18:25.0000000
618	202501	624650	2017-08-16T13:18:17.0000000
619	641343	604572	2017-08-16T13:18:14.0000000
620	641343	604572	2017-08-16T13:18:10.0000000
621	585341	630791	2017-08-16T13:18:00.0000000
622	634501	39136	2017-08-16T13:17:59.0000000
623	529430	639527	2017-08-16T13:17:51.0000000
624	520071	641864	2017-08-16T13:17:45.0000000
625	636189	600266	2017-08-16T13:17:39.0000000
626	566842	637587	2017-08-16T13:17:30.0000000
627	529430	639527	2017-08-16T13:17:24.0000000
628	98089	537904	2017-08-16T13:17:15.0000000
629	611103	79162	2017-08-16T13:17:09.0000000
630	139488	389734	2017-08-16T13:17:03.0000000
631	625589	636327	2017-08-16T13:16:50.0000000
632	641807	641864	2017-08-16T13:16:49.0000000
633	576003	509219	2017-08-16T13:16:48.0000000
634	639527	529430	2017-08-16T13:16:46.0000000
635	639527	529430	2017-08-16T13:16:43.0000000
636	576003	509219	2017-08-16T13:16:42.0000000
637	629653	84056	2017-08-16T13:16:36.0000000
638	629653	84056	2017-08-16T13:16:25.0000000
639	586103	641278	2017-08-16T13:16:23.0000000
640	641807	641864	2017-08-16T13:16:18.0000000
641	509219	576003	2017-08-16T13:16:16.0000000
642	399089	590121	2017-08-16T13:16:13.0000000
643	641807	641864	2017-08-16T13:16:08.0000000
644	565035	640781	2017-08-16T13:16:07.0000000
645	399089	590121	2017-08-16T13:15:57.0000000
646	586103	641278	2017-08-16T13:15:56.0000000
647	84056	629653	2017-08-16T13:15:56.0000000
648	565035	598150	2017-08-16T13:15:47.0000000
649	2	641894	2017-08-16T13:15:44.0000000
650	641807	641864	2017-08-16T13:15:42.0000000
651	399089	437329	2017-08-16T13:15:38.0000000
652	641807	641864	2017-08-16T13:15:33.0000000
653	614622	637120	2017-08-16T13:15:32.0000000
654	2	641893	2017-08-16T13:15:23.0000000
655	640803	604079	2017-08-16T13:15:22.0000000
656	625589	628335	2017-08-16T13:15:07.0000000
657	640803	581395	2017-08-16T13:15:06.0000000
658	637587	566842	2017-08-16T13:14:48.0000000
659	557134	641776	2017-08-16T13:14:45.0000000
660	548832	620531	2017-08-16T13:14:34.0000000
661	614139	641776	2017-08-16T13:14:24.0000000
662	546626	634102	2017-08-16T13:14:15.0000000
663	629653	84056	2017-08-16T13:14:02.0000000
664	556947	621594	2017-08-16T13:13:45.0000000
665	556947	621594	2017-08-16T13:13:33.0000000
666	620531	548832	2017-08-16T13:13:24.0000000
667	356171	641864	2017-08-16T13:13:24.0000000
668	581764	25684	2017-08-16T13:13:20.0000000
669	2	641891	2017-08-16T13:13:15.0000000
670	581764	25684	2017-08-16T13:13:00.0000000
671	641864	356171	2017-08-16T13:12:58.0000000
672	639527	72842	2017-08-16T13:12:56.0000000
673	546626	640090	2017-08-16T13:12:54.0000000
674	437329	609474	2017-08-16T13:12:49.0000000
675	437329	399089	2017-08-16T13:12:43.0000000
676	128354	641864	2017-08-16T13:12:39.0000000
677	546626	640090	2017-08-16T13:12:33.0000000
678	639527	516746	2017-08-16T13:12:27.0000000
679	641864	128354	2017-08-16T13:12:23.0000000
680	552704	436212	2017-08-16T13:12:14.0000000
681	548832	620531	2017-08-16T13:12:14.0000000
682	639527	491614	2017-08-16T13:12:14.0000000
683	552704	436212	2017-08-16T13:12:14.0000000
684	546626	640090	2017-08-16T13:12:06.0000000
685	637587	566842	2017-08-16T13:12:01.0000000
686	581764	439287	2017-08-16T13:11:59.0000000
687	620531	548832	2017-08-16T13:11:57.0000000
688	546626	640090	2017-08-16T13:11:56.0000000
689	84056	629653	2017-08-16T13:11:50.0000000
690	640090	546626	2017-08-16T13:11:49.0000000
691	546626	640090	2017-08-16T13:11:46.0000000
692	128354	641776	2017-08-16T13:11:41.0000000
693	547785	637616	2017-08-16T13:11:41.0000000
694	640090	546626	2017-08-16T13:11:39.0000000
695	391137	616323	2017-08-16T13:11:32.0000000
696	637616	547785	2017-08-16T13:11:32.0000000
697	639527	554297	2017-08-16T13:11:32.0000000
698	640090	546626	2017-08-16T13:11:32.0000000
699	2	641889	2017-08-16T13:11:25.0000000
700	639527	640693	2017-08-16T13:11:24.0000000
701	547785	637616	2017-08-16T13:11:19.0000000
702	640090	546626	2017-08-16T13:11:19.0000000
703	639527	569904	2017-08-16T13:11:14.0000000
704	639527	569904	2017-08-16T13:11:13.0000000
705	640090	546626	2017-08-16T13:11:10.0000000
706	546626	640090	2017-08-16T13:11:02.0000000
707	637616	547785	2017-08-16T13:10:55.0000000
708	29888	628491	2017-08-16T13:10:51.0000000
709	29888	628491	2017-08-16T13:10:38.0000000
710	641864	60511	2017-08-16T13:10:33.0000000
711	572247	567375	2017-08-16T13:10:30.0000000
712	601250	379081	2017-08-16T13:10:29.0000000
713	629653	84056	2017-08-16T13:10:23.0000000
714	2	641888	2017-08-16T13:10:18.0000000
715	620531	548832	2017-08-16T13:10:17.0000000
716	620531	548832	2017-08-16T13:10:09.0000000
717	547785	637616	2017-08-16T13:10:05.0000000
718	2	641885	2017-08-16T13:09:55.0000000
719	641612	640264	2017-08-16T13:09:53.0000000
720	547785	637616	2017-08-16T13:09:52.0000000
721	84056	629653	2017-08-16T13:09:47.0000000
722	640278	640983	2017-08-16T13:09:43.0000000
723	487027	634658	2017-08-16T13:09:42.0000000
724	628491	555320	2017-08-16T13:09:39.0000000
725	487027	641776	2017-08-16T13:09:23.0000000
726	628491	29888	2017-08-16T13:09:18.0000000
727	616323	391137	2017-08-16T13:09:17.0000000
728	481278	625552	2017-08-16T13:09:09.0000000
729	637616	547785	2017-08-16T13:08:57.0000000
730	628491	597623	2017-08-16T13:08:55.0000000
731	557502	636327	2017-08-16T13:08:53.0000000
732	548832	620531	2017-08-16T13:08:47.0000000
733	547785	637616	2017-08-16T13:08:46.0000000
734	641864	487027	2017-08-16T13:08:45.0000000
735	547785	637616	2017-08-16T13:08:31.0000000
736	640983	613656	2017-08-16T13:08:27.0000000
737	209530	640983	2017-08-16T13:08:23.0000000
738	557502	636327	2017-08-16T13:08:18.0000000
739	637616	547785	2017-08-16T13:08:17.0000000
740	638416	628141	2017-08-16T13:08:04.0000000
741	620531	548832	2017-08-16T13:08:00.0000000
742	622546	639638	2017-08-16T13:07:59.0000000
743	547785	637616	2017-08-16T13:07:56.0000000
744	620531	548832	2017-08-16T13:07:52.0000000
745	557502	636327	2017-08-16T13:07:51.0000000
746	620531	548832	2017-08-16T13:07:49.0000000
747	549942	533986	2017-08-16T13:07:43.0000000
748	547785	637616	2017-08-16T13:07:41.0000000
749	620531	548832	2017-08-16T13:07:40.0000000
750	640983	617423	2017-08-16T13:07:38.0000000
751	547785	637616	2017-08-16T13:07:37.0000000
752	549942	533986	2017-08-16T13:07:36.0000000
753	637616	547785	2017-08-16T13:07:29.0000000
754	2	641887	2017-08-16T13:07:24.0000000
755	637616	547785	2017-08-16T13:07:23.0000000
756	454778	640983	2017-08-16T13:07:23.0000000
757	640983	599947	2017-08-16T13:07:17.0000000
758	634896	635300	2017-08-16T13:07:13.0000000
759	548832	620531	2017-08-16T13:07:03.0000000
760	48309	634220	2017-08-16T13:06:58.0000000
761	637616	547785	2017-08-16T13:06:57.0000000
762	639527	576073	2017-08-16T13:06:54.0000000
763	639527	576073	2017-08-16T13:06:48.0000000
764	48309	596721	2017-08-16T13:06:47.0000000
765	640983	454778	2017-08-16T13:06:43.0000000
766	620531	548832	2017-08-16T13:06:41.0000000
767	641864	616208	2017-08-16T13:06:36.0000000
768	547785	637616	2017-08-16T13:06:36.0000000
769	547785	637616	2017-08-16T13:06:32.0000000
770	537904	98089	2017-08-16T13:06:32.0000000
771	547785	637616	2017-08-16T13:06:28.0000000
772	576003	509219	2017-08-16T13:06:28.0000000
773	640983	627258	2017-08-16T13:06:27.0000000
774	548832	620531	2017-08-16T13:06:24.0000000
775	434426	239904	2017-08-16T13:06:14.0000000
776	547785	637616	2017-08-16T13:06:13.0000000
777	389734	139488	2017-08-16T13:06:12.0000000
778	640983	209530	2017-08-16T13:06:07.0000000
779	620531	548832	2017-08-16T13:06:06.0000000
780	633501	533655	2017-08-16T13:05:59.0000000
781	633501	533655	2017-08-16T13:05:53.0000000
782	599947	640983	2017-08-16T13:05:51.0000000
783	2	641884	2017-08-16T13:05:50.0000000
784	584895	521215	2017-08-16T13:05:43.0000000
785	640983	640278	2017-08-16T13:05:40.0000000
786	152531	632078	2017-08-16T13:05:36.0000000
787	640354	626195	2017-08-16T13:05:29.0000000
788	640983	599947	2017-08-16T13:05:29.0000000
789	566842	637587	2017-08-16T13:05:19.0000000
790	521215	584895	2017-08-16T13:05:17.0000000
791	2	641886	2017-08-16T13:05:15.0000000
792	637616	547785	2017-08-16T13:05:08.0000000
793	637616	547785	2017-08-16T13:05:02.0000000
794	566842	637587	2017-08-16T13:04:59.0000000
795	584895	521215	2017-08-16T13:04:58.0000000
796	320319	640104	2017-08-16T13:04:54.0000000
797	614139	469984	2017-08-16T13:04:53.0000000
798	566842	637587	2017-08-16T13:04:51.0000000
799	547785	637616	2017-08-16T13:04:50.0000000
800	27204	641864	2017-08-16T13:04:47.0000000
801	584895	521215	2017-08-16T13:04:46.0000000
802	637616	547785	2017-08-16T13:04:45.0000000
803	27204	641864	2017-08-16T13:04:41.0000000
804	521215	584895	2017-08-16T13:04:37.0000000
805	521215	584895	2017-08-16T13:04:30.0000000
806	389734	607000	2017-08-16T13:04:26.0000000
807	430995	641864	2017-08-16T13:04:26.0000000
808	547785	637616	2017-08-16T13:04:25.0000000
809	629653	84056	2017-08-16T13:04:22.0000000
810	546079	233745	2017-08-16T13:04:19.0000000
811	640278	640983	2017-08-16T13:04:14.0000000
812	641864	208501	2017-08-16T13:04:12.0000000
813	430995	641864	2017-08-16T13:04:11.0000000
814	637616	547785	2017-08-16T13:04:11.0000000
815	641864	27204	2017-08-16T13:04:08.0000000
816	27204	641776	2017-08-16T13:04:06.0000000
817	584895	521215	2017-08-16T13:04:03.0000000
818	637616	547785	2017-08-16T13:04:03.0000000
819	27204	641864	2017-08-16T13:03:59.0000000
820	637587	566842	2017-08-16T13:03:56.0000000
821	611622	638620	2017-08-16T13:03:55.0000000
822	547785	637616	2017-08-16T13:03:54.0000000
823	639564	484857	2017-08-16T13:03:53.0000000
824	633501	533655	2017-08-16T13:03:53.0000000
825	521215	584895	2017-08-16T13:03:50.0000000
826	547785	637616	2017-08-16T13:03:46.0000000
827	639564	484857	2017-08-16T13:03:43.0000000
828	521215	584895	2017-08-16T13:03:41.0000000
829	641864	257533	2017-08-16T13:03:40.0000000
830	631380	616867	2017-08-16T13:03:40.0000000
831	547785	637616	2017-08-16T13:03:36.0000000
832	641864	430995	2017-08-16T13:03:35.0000000
833	584895	521215	2017-08-16T13:03:35.0000000
834	639564	511130	2017-08-16T13:03:33.0000000
835	633501	533655	2017-08-16T13:03:30.0000000
836	637616	547785	2017-08-16T13:03:30.0000000
837	584895	521215	2017-08-16T13:03:29.0000000
838	584895	521215	2017-08-16T13:03:23.0000000
839	521215	584895	2017-08-16T13:03:22.0000000
840	631380	616867	2017-08-16T13:03:19.0000000
841	547785	637616	2017-08-16T13:03:14.0000000
842	521215	584895	2017-08-16T13:03:02.0000000
843	633501	533655	2017-08-16T13:02:55.0000000
844	2	641883	2017-08-16T13:02:54.0000000
845	547785	637616	2017-08-16T13:02:52.0000000
846	638620	611622	2017-08-16T13:02:51.0000000
847	590121	399089	2017-08-16T13:02:34.0000000
848	633501	533655	2017-08-16T13:02:21.0000000
849	84056	629653	2017-08-16T13:02:17.0000000
850	633501	533655	2017-08-16T13:02:10.0000000
851	632078	152531	2017-08-16T13:02:09.0000000
852	2	641882	2017-08-16T13:02:08.0000000
853	637616	547785	2017-08-16T13:02:06.0000000
854	616357	495872	2017-08-16T13:02:03.0000000
855	616357	495872	2017-08-16T13:01:52.0000000
856	399089	590121	2017-08-16T13:01:29.0000000
857	621572	613469	2017-08-16T13:01:28.0000000
858	637616	547785	2017-08-16T13:01:25.0000000
859	2	641881	2017-08-16T13:01:13.0000000
860	641864	491935	2017-08-16T13:01:10.0000000
861	293809	641443	2017-08-16T13:01:09.0000000
862	27204	641776	2017-08-16T13:01:08.0000000
863	641864	491614	2017-08-16T13:01:02.0000000
864	547785	637616	2017-08-16T13:00:57.0000000
865	533655	633501	2017-08-16T13:00:53.0000000
866	534855	599250	2017-08-16T13:00:47.0000000
867	293809	641443	2017-08-16T13:00:46.0000000
868	533655	633501	2017-08-16T13:00:43.0000000
869	27204	641864	2017-08-16T13:00:41.0000000
870	547785	637616	2017-08-16T13:00:41.0000000
871	563780	25474	2017-08-16T13:00:37.0000000
872	533655	633501	2017-08-16T13:00:37.0000000
873	614139	469984	2017-08-16T13:00:36.0000000
874	590121	399089	2017-08-16T13:00:28.0000000
875	533655	633501	2017-08-16T13:00:28.0000000
876	399089	590121	2017-08-16T13:00:18.0000000
877	620531	548832	2017-08-16T12:59:59.0000000
878	547785	637616	2017-08-16T12:59:54.0000000
879	590121	399089	2017-08-16T12:59:49.0000000
880	620531	548832	2017-08-16T12:59:38.0000000
881	637616	547785	2017-08-16T12:59:36.0000000
882	584895	521215	2017-08-16T12:59:34.0000000
883	620531	548832	2017-08-16T12:59:29.0000000
884	399089	590121	2017-08-16T12:59:29.0000000
885	637616	547785	2017-08-16T12:59:27.0000000
886	637616	547785	2017-08-16T12:59:16.0000000
887	548832	620531	2017-08-16T12:59:13.0000000
888	29888	628491	2017-08-16T12:59:12.0000000
889	548832	637160	2017-08-16T12:59:04.0000000
890	637616	547785	2017-08-16T12:59:03.0000000
891	2	641875	2017-08-16T12:58:52.0000000
892	639044	624272	2017-08-16T12:58:48.0000000
893	620531	548832	2017-08-16T12:58:43.0000000
894	584895	521215	2017-08-16T12:58:42.0000000
895	620531	548832	2017-08-16T12:58:42.0000000
896	590121	399089	2017-08-16T12:58:41.0000000
897	639044	567895	2017-08-16T12:58:32.0000000
898	2	641880	2017-08-16T12:58:23.0000000
899	491614	641864	2017-08-16T12:58:21.0000000
900	639044	610430	2017-08-16T12:58:14.0000000
901	548832	620531	2017-08-16T12:58:09.0000000
902	466928	541160	2017-08-16T12:58:08.0000000
